                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9489,                 3.6486,                 1.2704,                      0,                      0,                      0,                      0,                 1.8506,                 3.5972,                 1.0288,                      0,                      0,                      0
                      1,                 1.7199,                  3.592,                 1.4048,                      0,                      0,                      0,                      0,                 1.8142,                 3.5924,                 1.0206,             1.9802e-05,             1.9802e-05,             1.9802e-05
                      2,                 2.0964,                 3.6391,                 1.2968,                      0,                      0,                      0,                      0,                 1.7062,                 3.5867,                0.99957,             3.9208e-05,             3.9208e-05,             3.9208e-05
                      3,                 1.6849,                 3.6021,                  1.247,                      0,                      0,                      0,                      0,                 1.5901,                 3.5706,                0.97721,             5.8218e-05,             5.8218e-05,             5.8218e-05
                      4,                 1.5227,                 3.5742,                 1.0959,                      0,                      0,                      0,                      0,                 1.4421,                 3.5569,                0.95351,             7.6832e-05,             7.6832e-05,             7.6832e-05
                      5,                 1.7409,                 3.5495,                 1.0847,                      0,                      0,                      0,                      0,                 1.2973,                 3.5064,                 0.9221,              9.505e-05,              9.505e-05,              9.505e-05
                      6,                 1.4216,                 3.4833,                 1.0173,                      0,                      0,                      0,                      0,                  1.203,                 3.4382,                0.88792,             0.00011287,             0.00011287,             0.00011287
                      7,                 1.1774,                 3.3152,                 1.0431,                      0,                      0,                      0,                      0,                 1.2161,                 3.3852,                0.87917,              0.0001303,              0.0001303,              0.0001303
                      8,                  1.412,                 3.2439,                 1.0333,                      0,                      0,                      0,                      0,                 1.2608,                 3.3249,                0.87533,             0.00014733,             0.00014733,             0.00014733
                      9,                 1.4781,                 3.0568,                 1.0376,                      0,                      0,                      0,                      0,                 1.2747,                 3.2724,                0.86757,             0.00016396,             0.00016396,             0.00016396
                     10,                 1.5668,                 2.8989,                0.98849,                      0,                      0,                      0,                      0,                 1.2603,                 3.2365,                0.86151,              0.0001802,              0.0001802,              0.0001802
                     11,                 1.2287,                 2.5071,                0.96542,                      0,                      0,                      0,                      0,                 1.2551,                 3.1959,                0.85969,             0.00019604,             0.00019604,             0.00019604
                     12,                 1.1517,                  2.538,                0.96423,                      0,                      0,                      0,                      0,                 1.2655,                 3.1413,                0.85742,             0.00021149,             0.00021149,             0.00021149
                     13,                 1.3412,                 2.3125,                0.93558,                      0,                      0,                      0,                      0,                 1.2464,                 3.0892,                0.85426,             0.00022654,             0.00022654,             0.00022654
                     14,                 1.7523,                  2.141,                0.95431,                      0,                      0,                      0,                      0,                 1.2171,                 3.0438,                0.85663,             0.00024119,             0.00024119,             0.00024119
                     15,                 1.3609,                 2.0786,                0.92958,                      0,                      0,                      0,                      0,                 1.2159,                  3.004,                 0.8598,             0.00025545,             0.00025545,             0.00025545
                     16,                 1.2783,                 1.8515,                0.91785,                      0,                      0,                      0,                      0,                 1.2173,                 2.9068,                0.86076,             0.00026931,             0.00026931,             0.00026931
                     17,                  1.259,                 1.5205,                0.91977,                      0,                      0,                      0,                      0,                 1.2173,                 2.9068,                0.86076,             0.00028278,             0.00028278,             0.00028278
                     18,                 1.4533,                 1.8189,                0.97807,                      0,                      0,                      0,                      0,                 1.2174,                 2.7349,                0.86169,             0.00029585,             0.00029585,             0.00029585
                     19,                 1.4401,                 1.4037,                0.90592,                      0,                      0,                      0,                      0,                 1.2174,                 2.7349,                0.86169,             0.00030852,             0.00030852,             0.00030852
                     20,                 1.2034,                 1.5664,                 0.9328,                      0,                      0,                      0,                      0,                 1.2592,                 2.5384,                0.86769,              0.0003208,              0.0003208,              0.0003208
                     21,                 1.1924,                 1.5265,                0.93145,                      0,                      0,                      0,                      0,                 1.2592,                 2.5384,                0.86769,             0.00033268,             0.00033268,             0.00033268
                     22,                 1.2784,                 1.2583,                0.94563,                      0,                      0,                      0,                      0,                 1.3171,                 2.3024,                0.87013,             0.00034417,             0.00034417,             0.00034417
                     23,                 1.2339,                 1.2635,                0.91816,                      0,                      0,                      0,                      0,                 1.3171,                 2.3024,                0.87013,             0.00035526,             0.00035526,             0.00035526
                     24,                 1.3046,                   1.22,                 1.0243,                      0,                      0,                      0,                      0,                 1.4564,                 2.1599,                0.89977,             0.00036595,             0.00036595,             0.00036595
                     25,                 1.4027,                 1.1744,                0.97081,                      0,                      0,                      0,                      0,                 1.4564,                 2.1599,                0.89977,             0.00037625,             0.00037625,             0.00037625
                     26,                 1.3295,                 1.2602,                 0.9205,                      1,                0.05556,                0.52776,                0.15833,                 1.5912,                 2.1406,                0.93618,             0.00038615,             0.00038615,             0.00038615
                     27,                 1.4753,                 1.0496,                0.98479,                      1,                0.05556,                0.52776,                0.15833,                 1.5912,                 2.1406,                0.93618,             0.00039566,             0.00039566,             0.00039566
                     28,                 1.4123,                 1.1827,                0.98212,                      1,                0.16667,                0.58332,                0.22825,                 1.7042,                 2.0877,                 0.9748,             0.00040477,             0.00040477,             0.00040477
                     29,                 1.3319,                 1.1895,                0.93863,                      1,                0.16667,                0.58332,                0.22825,                 1.7042,                 2.0877,                 0.9748,             0.00041348,             0.00041348,             0.00041348
                     30,                 1.4566,                 1.1622,                0.95333,                      1,                0.33333,                0.66665,                0.26729,                 1.7077,                 2.0655,                0.98347,              0.0004218,              0.0004218,              0.0004218
                     31,                 1.3578,                 1.2167,                0.93381,                      1,                0.33333,                0.66665,                0.26729,                 1.7077,                 2.0655,                0.98347,             0.00042972,             0.00042972,             0.00042972
                     32,                  1.104,                0.98071,                0.95103,                0.93333,                0.38889,                0.67381,                0.29071,                 1.6893,                 2.0095,                0.97995,             0.00043725,             0.00043725,             0.00043725
                     33,                 1.8062,                 1.1108,                0.99943,                0.93333,                0.38889,                0.67381,                0.29071,                 1.6893,                 2.0095,                0.97995,             0.00044438,             0.00044438,             0.00044438
                     34,                 1.3944,                   1.12,                 0.9117,                0.94118,                0.44444,                0.70119,                0.37844,                 1.5308,                 1.8584,                0.92577,             0.00045111,             0.00045111,             0.00045111
                     35,                 1.3933,                 1.0141,                0.94599,                0.94118,                0.44444,                0.70119,                0.37844,                 1.5308,                 1.8584,                0.92577,             0.00045745,             0.00045745,             0.00045745
                     36,                 1.2303,                0.99131,                0.92138,                0.95652,                0.61111,                0.78639,                0.51488,                 1.3327,                 1.6522,                0.87838,             0.00046339,             0.00046339,             0.00046339
                     37,                 1.6764,                 1.0409,                0.93724,                0.95652,                0.61111,                0.78639,                0.51488,                 1.3327,                 1.6522,                0.87838,             0.00046894,             0.00046894,             0.00046894
                     38,                 2.1016,                  1.235,                 1.0876,                0.92308,                0.66667,                 0.7957,                0.54751,                 1.2463,                 1.5028,                0.87057,             0.00047409,             0.00047409,             0.00047409
                     39,                 1.3483,                0.95871,                 1.0154,                0.92308,                0.66667,                 0.7957,                0.54751,                 1.2463,                 1.5028,                0.87057,             0.00047884,             0.00047884,             0.00047884
