                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.0158,                 3.6511,                  1.296,                      0,                      0,                      0,                      0,                 2.0681,                 3.5636,                 1.1166,                      0,                      0,                      0
                      1,                 1.7219,                 3.5926,                 1.4057,                      0,                      0,                      0,                      0,                 2.0426,                 3.5628,                 1.1086,             1.9802e-05,             1.9802e-05,             1.9802e-05
                      2,                 2.0873,                 3.6456,                 1.3067,                      0,                      0,                      0,                      0,                 1.9949,                 3.5513,                 1.0926,             3.9208e-05,             3.9208e-05,             3.9208e-05
                      3,                 1.6562,                 3.6005,                 1.2202,                      0,                      0,                      0,                      0,                 1.8302,                 3.5076,                 1.0488,             5.8218e-05,             5.8218e-05,             5.8218e-05
                      4,                 1.4579,                 3.5866,                 1.0959,                      0,                      0,                      0,                      0,                 1.6218,                 3.4467,                 1.0016,             7.6832e-05,             7.6832e-05,             7.6832e-05
                      5,                 1.8012,                 3.5498,                  1.097,                      0,                      0,                      0,                      0,                  1.424,                 3.3708,                0.95213,              9.505e-05,              9.505e-05,              9.505e-05
                      6,                 1.4729,                 3.4693,                 1.0304,                      0,                      0,                      0,                      0,                 1.3115,                 3.3261,                0.92649,             0.00011287,             0.00011287,             0.00011287
                      7,                  1.178,                  3.303,                 1.0241,                      0,                      0,                      0,                      0,                 1.1578,                 3.3009,                0.90379,              0.0001303,              0.0001303,              0.0001303
                      8,                 1.4406,                 3.2367,                 1.0234,                      0,                      0,                      0,                      0,                 1.1099,                 3.2727,                0.89182,             0.00014733,             0.00014733,             0.00014733
                      9,                 1.5189,                 3.0518,                 1.0232,                      0,                      0,                      0,                      0,                 1.1008,                 3.2577,                 0.8857,             0.00016396,             0.00016396,             0.00016396
                     10,                 1.5544,                 2.8985,                0.98016,                      0,                      0,                      0,                      0,                 1.1112,                 3.2401,                0.88471,              0.0001802,              0.0001802,              0.0001802
                     11,                 1.2685,                 2.5077,                0.96404,                      0,                      0,                      0,                      0,                 1.1646,                 3.2192,                0.89604,             0.00019604,             0.00019604,             0.00019604
                     12,                 1.2028,                 2.5156,                0.96164,                      0,                      0,                      0,                      0,                 1.1483,                  3.189,                0.89205,             0.00021149,             0.00021149,             0.00021149
                     13,                 1.3337,                 2.3275,                0.93526,                      0,                      0,                      0,                      0,                 1.1799,                 3.1759,                0.90812,             0.00022654,             0.00022654,             0.00022654
                     14,                 1.7037,                 2.1255,                 0.9387,                      0,                      0,                      0,                      0,                 1.2256,                 3.1806,                0.93413,             0.00024119,             0.00024119,             0.00024119
                     15,                 1.3615,                 2.0906,                0.92571,                      0,                      0,                      0,                      0,                 1.3091,                 3.1471,                0.96268,             0.00025545,             0.00025545,             0.00025545
                     16,                 1.3026,                 1.8416,                0.91372,                      0,                      0,                      0,                      0,                 1.4056,                 3.0158,                0.97605,             0.00026931,             0.00026931,             0.00026931
                     17,                 1.2996,                 1.5036,                0.92876,                      0,                      0,                      0,                      0,                 1.4056,                 3.0158,                0.97605,             0.00028278,             0.00028278,             0.00028278
                     18,                 1.4726,                 1.8333,                0.98628,                      0,                      0,                      0,                      0,                   1.39,                  2.816,                0.95612,             0.00029585,             0.00029585,             0.00029585
                     19,                  1.436,                 1.3689,                0.90105,                      0,                      0,                      0,                      0,                   1.39,                  2.816,                0.95612,             0.00030852,             0.00030852,             0.00030852
                     20,                 1.1957,                 1.5886,                0.93319,                      0,                      0,                      0,                      0,                 1.3266,                 2.5529,                 0.9317,              0.0003208,              0.0003208,              0.0003208
                     21,                 1.1675,                 1.5228,                0.92675,                      0,                      0,                      0,                      0,                 1.3266,                 2.5529,                 0.9317,             0.00033268,             0.00033268,             0.00033268
                     22,                 1.2568,                 1.2683,                0.94322,                      0,                      0,                      0,                      0,                 1.1865,                 2.2549,                0.89036,             0.00034417,             0.00034417,             0.00034417
                     23,                 1.2711,                 1.2747,                0.92893,                      0,                      0,                      0,                      0,                 1.1865,                 2.2549,                0.89036,             0.00035526,             0.00035526,             0.00035526
                     24,                 1.2575,                 1.2286,                 1.0104,                      1,                0.08824,                0.54411,                0.38044,                 1.0768,                 2.0229,                0.84071,             0.00036595,             0.00036595,             0.00036595
                     25,                 1.3674,                 1.1853,                0.95915,                      1,                0.08824,                0.54411,                0.38044,                 1.0768,                 2.0229,                0.84071,             0.00037625,             0.00037625,             0.00037625
                     26,                   1.37,                 1.3422,                 0.9283,                      1,                0.14706,                0.57352,                0.41448,                 1.1121,                 2.0138,                0.84092,             0.00038615,             0.00038615,             0.00038615
