                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.6092,                 3.6699,                 1.0799,                      0,                      0,                      0,                      0,                 1.8773,                 3.5938,                 1.2217,                      0,                      0,                      0
                      1,                 1.6056,                 3.6519,                 1.2875,                      0,                      0,                      0,                      0,                 1.8342,                 3.5809,                 1.1958,             1.9802e-05,             1.9802e-05,             1.9802e-05
                      2,                 1.7562,                 3.6596,                 1.0891,                      0,                      0,                      0,                      0,                 1.7423,                   3.56,                 1.1529,             3.9208e-05,             3.9208e-05,             3.9208e-05
                      3,                 1.6115,                 3.5909,                 1.2056,                      0,                      0,                      0,                      0,                 1.6504,                 3.5006,                 1.1002,             5.8218e-05,             5.8218e-05,             5.8218e-05
                      4,                 1.3926,                 3.5509,                 1.0377,                      0,                      0,                      0,                      0,                 1.5343,                 3.4189,                 1.0464,             7.6832e-05,             7.6832e-05,             7.6832e-05
                      5,                 1.6478,                 3.5007,                 1.0274,                      0,                      0,                      0,                      0,                 1.4675,                 3.3634,                 1.0138,              9.505e-05,              9.505e-05,              9.505e-05
                      6,                 1.4933,                 3.4273,                0.99674,                      0,                      0,                      0,                      0,                 1.5035,                 3.3151,                 1.0045,             0.00011287,             0.00011287,             0.00011287
                      7,                 1.1872,                 3.2765,                 1.0079,                      0,                      0,                      0,                      0,                 1.4826,                 3.2871,                 0.9928,              0.0001303,              0.0001303,              0.0001303
                      8,                 1.5085,                 3.0992,                 1.0239,                      0,                      0,                      0,                      0,                 1.4788,                 3.2836,                0.99194,             0.00014733,             0.00014733,             0.00014733
                      9,                 1.3325,                 2.8372,                0.95969,                      0,                      0,                      0,                      0,                 1.4338,                 3.3015,                0.99228,             0.00016396,             0.00016396,             0.00016396
                     10,                 1.5519,                 2.7674,                0.93986,                      0,                      0,                      0,                      0,                 1.4555,                 3.3536,                 1.0222,              0.0001802,              0.0001802,              0.0001802
                     11,                 1.3196,                 2.2573,                0.95068,                      0,                      0,                      0,                      0,                 1.4655,                 3.3912,                 1.0496,             0.00019604,             0.00019604,             0.00019604
                     12,                 1.1733,                 2.4467,                0.92741,                      0,                      0,                      0,                      0,                 1.5052,                 3.3687,                 1.0603,             0.00021149,             0.00021149,             0.00021149
                     13,                 1.2968,                 2.2456,                0.90481,                      0,                      0,                      0,                      0,                 1.6207,                 3.3739,                 1.1178,             0.00022654,             0.00022654,             0.00022654
                     14,                 1.4636,                 2.0393,                  0.884,                      0,                      0,                      0,                      0,                 1.7324,                 3.3601,                  1.166,             0.00024119,             0.00024119,             0.00024119
                     15,                 1.3536,                 2.0086,                0.90732,                      0,                      0,                      0,                      0,                 1.9624,                 3.3409,                 1.2723,             0.00025545,             0.00025545,             0.00025545
                     16,                 1.3523,                 1.7493,                0.92156,                      0,                      0,                      0,                      0,                 2.0465,                 3.2779,                 1.2915,             0.00026931,             0.00026931,             0.00026931
                     17,                 1.6033,                  1.684,                 1.0104,                      0,                      0,                      0,                      0,                 2.0465,                 3.2779,                 1.2915,             0.00028278,             0.00028278,             0.00028278
                     18,                 1.2845,                 1.4227,                 0.8834,                      0,                      0,                      0,                      0,                 2.0697,                  3.145,                 1.2802,             0.00029585,             0.00029585,             0.00029585
                     19,                 1.5272,                 1.2749,                0.88365,                      0,                      0,                      0,                      0,                 2.0697,                  3.145,                 1.2802,             0.00030852,             0.00030852,             0.00030852
                     20,                 1.4565,                 1.6175,                0.96304,                      0,                      0,                      0,                      0,                 1.7739,                 2.6776,                 1.0478,              0.0003208,              0.0003208,              0.0003208
                     21,                 1.1259,                 1.3248,                0.90454,                      0,                      0,                      0,                      0,                 1.7739,                 2.6776,                 1.0478,             0.00033268,             0.00033268,             0.00033268
                     22,                 1.2524,                 1.1425,                0.91678,                      0,                      0,                      0,                      0,                 1.3718,                 2.2503,                 0.9213,             0.00034417,             0.00034417,             0.00034417
                     23,                 1.1922,                 1.0244,                0.88354,                      0,                      0,                      0,                      0,                 1.3718,                 2.2503,                 0.9213,             0.00035526,             0.00035526,             0.00035526
                     24,                 1.1298,                 1.1179,                0.93402,                      0,                      0,                      0,                      0,                 1.2512,                 2.2123,                0.91366,             0.00036595,             0.00036595,             0.00036595
                     25,                 1.3255,                 1.1151,                0.93436,                      0,                      0,                      0,                      0,                 1.2512,                 2.2123,                0.91366,             0.00037625,             0.00037625,             0.00037625
                     26,                 1.2758,                 1.1431,                0.89798,                      0,                      0,                      0,                      0,                 1.2769,                 2.2193,                0.93427,             0.00038615,             0.00038615,             0.00038615
                     27,                 1.2791,                 1.0253,                0.92505,                      0,                      0,                      0,                      0,                 1.2769,                 2.2193,                0.93427,             0.00039566,             0.00039566,             0.00039566
                     28,                 1.2056,                 0.9675,                0.90256,                      1,                0.02041,                 0.5102,                0.30612,                 1.2459,                  2.149,                0.93403,             0.00040477,             0.00040477,             0.00040477
                     29,                 1.2145,                0.99861,                 0.8892,                      1,                0.02041,                 0.5102,                0.30612,                 1.2459,                  2.149,                0.93403,             0.00041348,             0.00041348,             0.00041348
                     30,                  1.315,                 1.1351,                0.90404,                      1,                0.10204,                0.55101,                0.39684,                 1.2557,                 1.8369,                0.93752,              0.0004218,              0.0004218,              0.0004218
                     31,                 1.1833,                 1.0704,                0.89273,                      1,                0.10204,                0.55101,                0.39684,                 1.2557,                 1.8369,                0.93752,             0.00042972,             0.00042972,             0.00042972
                     32,                 1.1589,                0.96527,                0.93399,                      1,                0.34694,                0.67345,                0.42103,                  1.353,                  1.646,                0.96438,             0.00043725,             0.00043725,             0.00043725
                     33,                  1.528,                  1.006,                0.92704,                      1,                0.34694,                0.67345,                0.42103,                  1.353,                  1.646,                0.96438,             0.00044438,             0.00044438,             0.00044438
                     34,                 1.2655,                0.99428,                0.88689,                      1,                0.46939,                0.73469,                0.39906,                 1.5031,                 1.5798,                      1,             0.00045111,             0.00045111,             0.00045111
                     35,                 1.3253,                0.89514,                 0.9051,                      1,                0.46939,                0.73469,                0.39906,                 1.5031,                 1.5798,                      1,             0.00045745,             0.00045745,             0.00045745
                     36,                 1.1463,                0.87143,                0.87425,                      1,                0.42857,                0.71427,                 0.3319,                 1.6684,                 1.5454,                 1.0364,             0.00046339,             0.00046339,             0.00046339
                     37,                 1.5729,                 1.0478,                0.91179,                      1,                0.42857,                0.71427,                 0.3319,                 1.6684,                 1.5454,                 1.0364,             0.00046894,             0.00046894,             0.00046894
                     38,                 1.8421,                 1.1134,                 1.0246,                      1,                0.40816,                0.70407,                 0.2655,                 1.9123,                  1.579,                 1.0925,             0.00047409,             0.00047409,             0.00047409
                     39,                 1.2733,                0.82651,                0.96826,                      1,                0.40816,                0.70407,                 0.2655,                 1.9123,                  1.579,                 1.0925,             0.00047884,             0.00047884,             0.00047884
                     40,                 1.4752,                0.85524,                 0.9783,                      1,                0.42857,                0.71427,                0.27472,                 1.9625,                 1.5393,                 1.1064,              0.0004832,              0.0004832,              0.0004832
                     41,                 1.7961,                 1.1178,                0.97275,                      1,                0.42857,                0.71427,                0.27472,                 1.9625,                 1.5393,                 1.1064,             0.00048716,             0.00048716,             0.00048716
                     42,                 1.3006,                0.88425,                0.92451,                      1,                0.57143,                 0.7857,                0.35036,                 1.7923,                  1.386,                 1.0612,             0.00049073,             0.00049073,             0.00049073
                     43,                 1.1457,                0.80133,                0.91166,                      1,                0.57143,                 0.7857,                0.35036,                 1.7923,                  1.386,                 1.0612,              0.0004939,              0.0004939,              0.0004939
                     44,                 1.2052,                0.87601,                0.95918,                      1,                0.81633,                 0.9081,                0.49215,                 1.4965,                 1.2374,                   0.99,             0.00049667,             0.00049667,             0.00049667
                     45,                 1.2372,                0.86922,                0.89338,                      1,                0.81633,                 0.9081,                0.49215,                 1.4965,                 1.2374,                   0.99,             0.00049905,             0.00049905,             0.00049905
                     46,                 1.1492,                0.82648,                0.88805,                      1,                0.87755,                 0.9387,                0.59114,                 1.2625,                 1.0993,                0.93608,             0.00050103,             0.00050103,             0.00050103
                     47,                 1.1091,                0.79608,                0.90774,                      1,                0.87755,                 0.9387,                0.59114,                 1.2625,                 1.0993,                0.93608,             0.00050262,             0.00050262,             0.00050262
                     48,                  1.272,                0.81519,                0.88581,                      1,                0.89796,                 0.9489,                0.62313,                 1.1363,                   1.04,                0.90805,             0.00050381,             0.00050381,             0.00050381
                     49,                 1.1356,                0.91997,                0.88152,                      1,                0.89796,                 0.9489,                0.62313,                 1.1363,                   1.04,                0.90805,              0.0005046,              0.0005046,              0.0005046
                     50,                 1.1279,                0.79853,                0.89778,                      1,                0.81633,                 0.9081,                0.61406,                 1.1054,                 1.0305,                 0.9034,               0.000505,               0.000505,               0.000505
                     51,                 1.0997,                0.80352,                0.90822,                      1,                0.81633,                 0.9081,                0.61406,                 1.1054,                 1.0305,                 0.9034,               0.000505,               0.000505,               0.000505
                     52,                 1.2339,                0.91131,                0.93021,                      1,                0.81633,                 0.9081,                0.61406,                 1.1054,                 1.0305,                 0.9034,             0.00050461,             0.00050461,             0.00050461
                     53,                 1.2123,                 0.8377,                0.89606,                      1,                0.77551,                 0.8877,                0.62492,                  1.132,                 1.0155,                0.91201,             0.00050382,             0.00050382,             0.00050382
                     54,                 1.0655,                 0.7822,                0.88912,                      1,                0.77551,                 0.8877,                0.62492,                  1.132,                 1.0155,                0.91201,             0.00050263,             0.00050263,             0.00050263
                     55,                 1.1813,                0.78905,                0.91243,                      1,                0.77551,                 0.8877,                0.62492,                  1.132,                 1.0155,                0.91201,             0.00050105,             0.00050105,             0.00050105
                     56,                  1.151,                0.79969,                0.90761,                      1,                0.67347,                 0.8367,                0.57297,                 1.1651,                 1.0439,                0.92211,             0.00049907,             0.00049907,             0.00049907
                     57,                  1.091,                0.75767,                0.92451,                      1,                0.67347,                 0.8367,                0.57297,                 1.1651,                 1.0439,                0.92211,              0.0004967,              0.0004967,              0.0004967
                     58,                 1.2261,                0.78263,                0.86875,                      1,                0.67347,                 0.8367,                0.57297,                 1.1651,                 1.0439,                0.92211,             0.00049393,             0.00049393,             0.00049393
                     59,                 1.2333,                0.85442,                0.88871,                      1,                0.36735,                0.68366,                0.45504,                 1.2165,                 1.1503,                0.93208,             0.00049076,             0.00049076,             0.00049076
                     60,                 1.1613,                0.74992,                0.90839,                      1,                0.36735,                0.68366,                0.45504,                 1.2165,                 1.1503,                0.93208,              0.0004872,              0.0004872,              0.0004872
                     61,                 1.1304,                0.76324,                0.91985,                      1,                0.36735,                0.68366,                0.45504,                 1.2165,                 1.1503,                0.93208,             0.00048324,             0.00048324,             0.00048324
                     62,                 1.1393,                0.81634,                0.89873,                      1,                0.22449,                0.61223,                0.38054,                 1.3023,                 1.2675,                0.94654,             0.00047889,             0.00047889,             0.00047889
                     63,                  1.082,                0.77678,                0.90955,                      1,                0.22449,                0.61223,                0.38054,                 1.3023,                 1.2675,                0.94654,             0.00047414,             0.00047414,             0.00047414
                     64,                 1.0993,                0.84838,                0.88141,                      1,                0.22449,                0.61223,                0.38054,                 1.3023,                 1.2675,                0.94654,             0.00046899,             0.00046899,             0.00046899
                     65,                 1.2147,                0.83437,                0.87909,                      1,                0.22449,                0.61223,                0.33862,                 1.4669,                 1.3371,                0.98825,             0.00046345,             0.00046345,             0.00046345
                     66,                 1.1138,                0.72894,                0.90249,                      1,                0.22449,                0.61223,                0.33862,                 1.4669,                 1.3371,                0.98825,             0.00045751,             0.00045751,             0.00045751
                     67,                 1.1463,                0.76481,                0.89004,                      1,                0.22449,                0.61223,                0.33862,                 1.4669,                 1.3371,                0.98825,             0.00045118,             0.00045118,             0.00045118
                     68,                0.99922,                0.76635,                0.87029,                      1,                0.28571,                0.64284,                0.37506,                 1.5347,                 1.3498,                 1.0093,             0.00044445,             0.00044445,             0.00044445
                     69,                 1.0624,                0.85342,                 0.9365,                      1,                0.28571,                0.64284,                0.37506,                 1.5347,                 1.3498,                 1.0093,             0.00043732,             0.00043732,             0.00043732
                     70,                 1.0478,                0.74699,                0.87406,                      1,                0.28571,                0.64284,                0.37506,                 1.5347,                 1.3498,                 1.0093,              0.0004298,              0.0004298,              0.0004298
                     71,                 1.1085,                0.75484,                0.91645,                      1,                0.42857,                0.71427,                0.42827,                 1.5382,                 1.2906,                   1.02,             0.00042188,             0.00042188,             0.00042188
                     72,                 1.1079,                0.81258,                0.99246,                      1,                0.42857,                0.71427,                0.42827,                 1.5382,                 1.2906,                   1.02,             0.00041357,             0.00041357,             0.00041357
                     73,                 1.1264,                0.71119,                0.87049,                      1,                0.42857,                0.71427,                0.42827,                 1.5382,                 1.2906,                   1.02,             0.00040486,             0.00040486,             0.00040486
                     74,                 1.0778,                0.80814,                0.94045,                      1,                0.53061,                 0.7653,                0.47075,                  1.481,                  1.193,                 1.0145,             0.00039575,             0.00039575,             0.00039575
                     75,                 1.0093,                0.72768,                0.90253,                      1,                0.53061,                 0.7653,                0.47075,                  1.481,                  1.193,                 1.0145,             0.00038625,             0.00038625,             0.00038625
                     76,                 1.3855,                 1.0552,                0.91582,                      1,                0.53061,                 0.7653,                0.47075,                  1.481,                  1.193,                 1.0145,             0.00037635,             0.00037635,             0.00037635
                     77,                 1.0754,                0.79635,                0.91434,                      1,                0.59184,                 0.7959,                0.50495,                 1.3997,                 1.1195,                0.99656,             0.00036606,             0.00036606,             0.00036606
                     78,                 1.1149,                0.75148,                0.90496,                      1,                0.59184,                 0.7959,                0.50495,                 1.3997,                 1.1195,                0.99656,             0.00035537,             0.00035537,             0.00035537
                     79,                 1.1116,                0.73523,                0.88624,                      1,                0.59184,                 0.7959,                0.50495,                 1.3997,                 1.1195,                0.99656,             0.00034428,             0.00034428,             0.00034428
                     80,                0.98458,                 0.6908,                0.89722,                      1,                0.59184,                 0.7959,                0.52206,                 1.3193,                 1.1252,                0.97618,              0.0003328,              0.0003328,              0.0003328
                     81,                 1.2282,                0.79953,                0.90277,                      1,                0.59184,                 0.7959,                0.52206,                 1.3193,                 1.1252,                0.97618,             0.00032092,             0.00032092,             0.00032092
                     82,                0.89614,                0.66415,                0.87509,                      1,                0.59184,                 0.7959,                0.52206,                 1.3193,                 1.1252,                0.97618,             0.00030865,             0.00030865,             0.00030865
                     83,                  1.114,                0.70843,                0.87875,                      1,                0.61224,                 0.8061,                0.52959,                 1.2802,                 1.0935,                0.96816,             0.00029598,             0.00029598,             0.00029598
                     84,                 1.0848,                0.70276,                0.93078,                      1,                0.61224,                 0.8061,                0.52959,                 1.2802,                 1.0935,                0.96816,             0.00028291,             0.00028291,             0.00028291
                     85,                0.91121,                 0.6887,                0.89693,                      1,                0.61224,                 0.8061,                0.52959,                 1.2802,                 1.0935,                0.96816,             0.00026945,             0.00026945,             0.00026945
                     86,                 1.1415,                0.74608,                0.90572,                      1,                0.61224,                 0.8061,                0.52959,                 1.2802,                 1.0935,                0.96816,             0.00025559,             0.00025559,             0.00025559
                     87,                 1.0377,                0.69236,                0.87967,                      1,                0.63265,                 0.8163,                0.54555,                 1.2857,                  1.063,                0.96851,             0.00024134,             0.00024134,             0.00024134
                     88,                 1.0603,                0.75037,                0.88417,                      1,                0.63265,                 0.8163,                0.54555,                 1.2857,                  1.063,                0.96851,             0.00022669,             0.00022669,             0.00022669
                     89,                 1.1789,                 0.7495,                0.91686,                      1,                0.63265,                 0.8163,                0.54555,                 1.2857,                  1.063,                0.96851,             0.00021164,             0.00021164,             0.00021164
                     90,                 1.0459,                0.71674,                0.88859,                      1,                0.63265,                 0.8163,                0.54555,                 1.2857,                  1.063,                0.96851,              0.0001962,              0.0001962,              0.0001962
                     91,                 1.1289,                0.71571,                0.90195,                      1,                0.63265,                 0.8163,                0.54477,                 1.3101,                 1.0251,                0.97181,             0.00018036,             0.00018036,             0.00018036
                     92,                0.99839,                0.70768,                0.90823,                      1,                0.63265,                 0.8163,                0.54477,                 1.3101,                 1.0251,                0.97181,             0.00016413,             0.00016413,             0.00016413
                     93,                 1.0318,                0.70821,                0.86067,                      1,                0.63265,                 0.8163,                0.54477,                 1.3101,                 1.0251,                0.97181,              0.0001475,              0.0001475,              0.0001475
                     94,                 1.1936,                0.71763,                0.87324,                      1,                0.63265,                 0.8163,                0.54477,                 1.3101,                 1.0251,                0.97181,             0.00013047,             0.00013047,             0.00013047
