                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9204,                 3.6451,                 1.1531,                0.00667,                0.04082,                0.00366,                 0.0011,                 1.8463,                 3.6223,                  1.148,                  2e-05,                  2e-05,                  2e-05
                      1,                  1.669,                 3.5454,                 1.1841,                0.03667,                0.22449,                0.02414,                0.01527,                 1.5823,                 3.5581,                 1.0532,             5.9802e-05,             5.9802e-05,             5.9802e-05
                      2,                 1.6419,                 3.5224,                 1.1562,                   0.13,                0.79592,                0.17327,                0.09088,                 1.3279,                 3.4318,                0.94774,              9.934e-05,              9.934e-05,              9.934e-05
                      3,                 1.5493,                 3.3815,                 1.0247,                0.16333,                      1,                0.25567,                0.13678,                 1.2327,                 3.3577,                0.90103,             0.00013861,             0.00013861,             0.00013861
                      4,                 1.2661,                 3.0226,                 1.0268,                0.16333,                      1,                0.23146,                 0.1452,                 1.1075,                 3.2977,                0.87342,             0.00017762,             0.00017762,             0.00017762
                      5,                  1.806,                 2.6569,                  1.024,                0.16333,                      1,                0.29879,                0.13463,                 1.1796,                  3.292,                0.88798,             0.00021637,             0.00021637,             0.00021637
                      6,                 1.6561,                  2.089,                 1.0723,                   0.15,                0.91837,                0.29069,                0.07805,                 1.3205,                 3.3085,                0.93789,             0.00025485,             0.00025485,             0.00025485
                      7,                 1.5661,                  1.813,                 1.0493,                0.16333,                      1,                0.65054,                0.27637,                 1.3292,                 2.9925,                0.91008,             0.00029307,             0.00029307,             0.00029307
                      8,                 1.2823,                 1.7597,                0.98482,                0.16333,                      1,                0.95218,                0.52397,                 1.2691,                 2.7425,                0.88739,             0.00033102,             0.00033102,             0.00033102
                      9,                 1.3333,                  1.367,                 1.0262,                0.16333,                      1,                0.99009,                0.59926,                 1.2191,                 2.4574,                0.85605,             0.00036871,             0.00036871,             0.00036871
                     10,                 1.4823,                 1.1331,                 1.0383,                 0.8952,                0.97959,                0.98651,                0.59844,                 1.2707,                 2.2248,                0.86268,             0.00040614,             0.00040614,             0.00040614
                     11,                 1.1773,                  1.123,                 0.9035,                0.95103,                0.97959,                 0.9919,                 0.5563,                 1.3444,                 1.9654,                0.87962,              0.0004433,              0.0004433,              0.0004433
                     12,                 1.2524,                0.96178,                0.96135,                0.94715,                0.95918,                0.99132,                0.59433,                 1.2356,                 1.6629,                0.87266,              0.0004802,              0.0004802,              0.0004802
                     13,                 1.2153,                 1.2625,                0.93321,                0.97902,                0.95918,                0.98931,                0.64159,                 1.1488,                 1.4167,                0.86258,             0.00051683,             0.00051683,             0.00051683
                     14,                 1.3538,                 1.0492,                0.92588,                0.96581,                0.93878,                0.98751,                0.63683,                 1.1963,                 1.3478,                0.87209,              0.0005532,              0.0005532,              0.0005532
                     15,                 1.1682,                 0.8766,                0.90143,                0.98481,                0.93878,                0.99083,                0.62265,                 1.2131,                 1.2245,                0.87948,             0.00058931,             0.00058931,             0.00058931
                     16,                 1.2844,                 0.9585,                0.94097,                      1,                0.97297,                0.99315,                0.63321,                 1.2321,                 1.1174,                0.90595,             0.00062515,             0.00062515,             0.00062515
                     17,                 1.4351,                  1.033,                0.95152,                      1,                0.97721,                 0.9925,                0.61509,                 1.2243,                 1.0895,                0.91544,             0.00066073,             0.00066073,             0.00066073
                     18,                 1.1475,                 0.8138,                0.92702,                      1,                0.97349,                0.99349,                0.66456,                 1.1311,                 1.1011,                0.88657,             0.00069604,             0.00069604,             0.00069604
                     19,                 1.1448,                0.77927,                0.92786,                      1,                0.97609,                 0.9946,                0.67629,                 1.1307,                 1.1006,                0.88415,             0.00073109,             0.00073109,             0.00073109
                     20,                 1.2299,                0.82124,                 0.8812,                      1,                0.99342,                  0.995,                0.64397,                 1.2254,                 1.0442,                0.91552,             0.00076588,             0.00076588,             0.00076588
                     21,                 1.6684,                0.99815,                0.94475,                0.99496,                      1,                  0.995,                0.61603,                 1.2805,                0.93385,                0.92738,              0.0008004,              0.0008004,              0.0008004
                     22,                 1.1796,                  1.002,                0.96403,                0.99747,                      1,                  0.995,                0.65849,                 1.1893,                 0.8214,                0.89155,             0.00083466,             0.00083466,             0.00083466
                     23,                 1.1974,                 0.9708,                0.99786,                0.99709,                      1,                  0.995,                0.71442,                 1.0409,                 0.7466,                0.85067,             0.00086865,             0.00086865,             0.00086865
                     24,                 1.1865,                0.73097,                  0.913,                0.99718,                      1,                  0.995,                 0.7212,                 1.0976,                  0.696,                0.86237,             0.00090238,             0.00090238,             0.00090238
                     25,                 1.1809,                0.76906,                0.98914,                0.99691,                      1,                  0.995,                0.69055,                 1.1865,                0.69088,                0.88835,             0.00093585,             0.00093585,             0.00093585
                     26,                 1.3728,                  2.347,                 1.1203,                0.99767,                      1,                  0.995,                0.66521,                 1.3002,                0.71845,                0.91961,             0.00096905,             0.00096905,             0.00096905
                     27,                  1.018,                0.80025,                0.89871,                0.99767,                      1,                  0.995,                0.66521,                 1.3002,                0.71845,                0.91961,               0.001002,               0.001002,               0.001002
                     28,                 1.0477,                0.70655,                0.93346,                0.99946,                      1,                  0.995,                0.65256,                 1.3007,                 0.7161,                 0.9291,              0.0010347,              0.0010347,              0.0010347
                     29,                 1.1904,                0.83117,                0.93492,                0.99321,                      1,                  0.995,                  0.638,                 1.3009,                0.72632,                0.92552,              0.0010671,              0.0010671,              0.0010671
                     30,                 1.1595,                0.75739,                0.96132,                0.99321,                      1,                  0.995,                  0.638,                 1.3009,                0.72632,                0.92552,              0.0010992,              0.0010992,              0.0010992
                     31,                 1.0923,                 0.8558,                0.92433,                0.99807,                      1,                  0.995,                0.62357,                 1.3369,                0.72946,                0.93353,              0.0011311,              0.0011311,              0.0011311
