                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9591,                 3.6618,                 1.1745,                0.03333,                0.29412,                0.03073,                0.01005,                 2.0297,                 3.5597,                 1.1035,                  2e-05,                  2e-05,                  2e-05
                      1,                 1.6667,                 3.5381,                 1.1845,                0.06667,                0.58824,                0.07211,                0.03236,                  1.752,                 3.4788,                 1.0475,             5.9802e-05,             5.9802e-05,             5.9802e-05
                      2,                 1.5492,                 3.4707,                 1.1321,                0.10333,                0.91176,                0.15743,                0.08782,                 1.4609,                 3.3817,                0.95939,              9.934e-05,              9.934e-05,              9.934e-05
                      3,                 1.5219,                 3.3806,                 1.0141,                0.11333,                      1,                0.18426,                0.11666,                 1.1942,                  3.325,                0.90771,             0.00013861,             0.00013861,             0.00013861
                      4,                  1.285,                 3.0239,                 1.0355,                0.11333,                      1,                0.17649,                0.11782,                 1.0525,                 3.2708,                0.87418,             0.00017762,             0.00017762,             0.00017762
                      5,                 1.7933,                 2.6495,                 1.0362,                0.11333,                      1,                0.18235,                 0.1034,                 1.1194,                 3.2511,                0.89228,             0.00021637,             0.00021637,             0.00021637
                      6,                 1.4193,                 2.1052,                 0.9539,                   0.11,                0.97059,                0.16593,                0.05425,                 1.3661,                  3.282,                0.95056,             0.00025485,             0.00025485,             0.00025485
                      7,                 1.6522,                 1.8441,                 1.0875,                0.11333,                      1,                0.73376,                0.35411,                 1.4122,                 2.8723,                0.91773,             0.00029307,             0.00029307,             0.00029307
                      8,                 1.2648,                 1.7161,                0.97837,                0.11333,                      1,                 0.9342,                0.54423,                  1.282,                 2.6141,                 0.8802,             0.00033102,             0.00033102,             0.00033102
                      9,                 1.3202,                 1.3269,                 1.0307,                0.21821,                      1,                 0.9718,                0.64016,                 1.2399,                 2.4066,                0.86229,             0.00036871,             0.00036871,             0.00036871
                     10,                 1.6413,                  1.454,                 1.1797,                      1,                0.51374,                0.97147,                0.65337,                 1.2335,                  2.232,                0.85586,             0.00040614,             0.00040614,             0.00040614
