                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9135,                 3.6514,                 1.1598,                0.05333,                      1,                 0.1342,                0.05086,                 1.7976,                 3.0598,                 1.2811,                  2e-05,                  2e-05,                  2e-05
                      1,                  1.689,                 3.5573,                 1.1916,                0.05333,                      1,                0.13187,                0.05232,                 1.7685,                 3.0336,                 1.2637,             5.9802e-05,             5.9802e-05,             5.9802e-05
                      2,                 1.6583,                  3.531,                 1.1653,                0.05333,                      1,                0.12704,                0.05513,                 1.7379,                 2.9836,                 1.2164,              9.934e-05,              9.934e-05,              9.934e-05
                      3,                 1.4418,                 3.4003,                 1.0329,                0.05333,                      1,                0.13049,                0.05733,                 1.7473,                 2.9411,                 1.1966,             0.00013861,             0.00013861,             0.00013861
                      4,                 1.2963,                 2.8958,                0.99958,                0.05333,                      1,                0.11881,                 0.0551,                 1.7745,                 2.9049,                 1.2028,             0.00017762,             0.00017762,             0.00017762
                      5,                 1.7505,                 2.6144,                 1.0153,                   0.05,                 0.9375,                 0.1296,                0.04243,                 2.0959,                 3.0227,                 1.5086,             0.00021637,             0.00021637,             0.00021637
                      6,                  1.684,                 2.0954,                 1.0548,                0.04333,                 0.8125,                0.19649,                0.06766,                  2.412,                 3.1055,                 1.8576,             0.00025485,             0.00025485,             0.00025485
                      7,                 1.7079,                 2.0016,                 1.1977,                0.05333,                      1,                0.40517,                0.09606,                 2.1315,                 2.9226,                 1.5771,             0.00029307,             0.00029307,             0.00029307
                      8,                 1.3572,                 1.7914,                 1.0353,                0.05333,                      1,                0.66446,                0.20354,                 1.9228,                  2.774,                 1.4192,             0.00033102,             0.00033102,             0.00033102
                      9,                 1.4388,                 1.5587,                  1.099,                0.05333,                      1,                0.83341,                0.35989,                 1.6594,                 2.6303,                 1.2744,             0.00036871,             0.00036871,             0.00036871
                     10,                 1.2495,                 1.2523,                0.91349,                0.05333,                      1,                0.92861,                0.44722,                 1.5827,                 2.4778,                 1.2388,             0.00040614,             0.00040614,             0.00040614
                     11,                 1.2187,                 1.1735,                0.93662,                0.05333,                      1,                 0.9446,                0.48697,                 1.5493,                 2.4068,                 1.2249,              0.0004433,              0.0004433,              0.0004433
                     12,                 1.2658,                 1.0002,                0.96245,                0.16881,                      1,                0.94521,                0.53588,                 1.4636,                 2.2917,                 1.1719,              0.0004802,              0.0004802,              0.0004802
                     13,                 1.2366,                 1.3103,                0.96329,                      1,                 0.4421,                  0.995,                0.57111,                 1.4067,                 2.1231,                 1.1347,             0.00051683,             0.00051683,             0.00051683
                     14,                 1.5553,                 1.0768,                0.91599,                      1,                0.69091,                  0.995,                0.58598,                 1.3899,                 1.9157,                 1.1228,              0.0005532,              0.0005532,              0.0005532
                     15,                 1.1769,                0.90614,                0.89359,                0.99946,                      1,                  0.995,                0.57812,                 1.4228,                 1.6604,                  1.126,             0.00058931,             0.00058931,             0.00058931
                     16,                 1.2462,                0.90764,                0.93403,                0.97203,                      1,                  0.995,                0.57282,                 1.4797,                 1.3944,                 1.1346,             0.00062515,             0.00062515,             0.00062515
                     17,                 1.3136,                0.90203,                0.89909,                0.98403,                      1,                  0.995,                0.58123,                 1.4381,                 1.1555,                 1.1156,             0.00066073,             0.00066073,             0.00066073
                     18,                 1.1388,                0.83842,                 0.9225,                0.99085,                      1,                  0.995,                0.58396,                 1.4389,                 1.0217,                 1.0958,             0.00069604,             0.00069604,             0.00069604
                     19,                 1.1571,                0.85655,                 0.9535,                0.99276,                      1,                  0.995,                0.58586,                 1.4701,                0.96352,                 1.1025,             0.00073109,             0.00073109,             0.00073109
                     20,                 1.1922,                0.81349,                0.88575,                0.99571,                      1,                  0.995,                0.52959,                 1.5513,                0.93147,                 1.1267,             0.00076588,             0.00076588,             0.00076588
                     21,                  1.503,                0.95307,                0.89764,                 0.9948,                      1,                  0.995,                0.52751,                 1.5494,                0.95405,                 1.1294,              0.0008004,              0.0008004,              0.0008004
                     22,                 1.0897,                0.93124,                0.99204,                0.99214,                      1,                  0.995,                0.54495,                 1.4903,                0.97369,                 1.1305,             0.00083466,             0.00083466,             0.00083466
                     23,                 1.1744,                 1.1768,                0.97937,                0.99519,                      1,                  0.995,                0.59606,                 1.3722,                0.95072,                 1.1127,             0.00086865,             0.00086865,             0.00086865
                     24,                 1.1883,                0.71456,                0.90614,                0.99447,                      1,                  0.995,                0.60431,                 1.3986,                0.98351,                 1.1437,             0.00090238,             0.00090238,             0.00090238
                     25,                 1.1466,                0.90017,                0.97556,                0.98604,                      1,                  0.995,                0.56852,                 1.5721,                 1.0565,                 1.2144,             0.00093585,             0.00093585,             0.00093585
                     26,                  1.124,                0.73174,                0.93451,                0.98306,                      1,                  0.995,                0.49692,                 1.8452,                  1.114,                 1.2886,             0.00096905,             0.00096905,             0.00096905
                     27,                 1.0228,                0.78392,                0.89527,                0.98306,                      1,                  0.995,                0.49692,                 1.8452,                  1.114,                 1.2886,               0.001002,               0.001002,               0.001002
                     28,                 1.0194,                0.69187,                0.92366,                0.99391,                      1,                  0.995,                0.52655,                  1.733,                 1.0476,                 1.2341,              0.0010347,              0.0010347,              0.0010347
                     29,                 1.2473,                0.90783,                0.94178,                0.99634,                      1,                  0.995,                0.51804,                 1.6148,                0.95259,                 1.2092,              0.0010671,              0.0010671,              0.0010671
                     30,                 1.0696,                0.70524,                0.90965,                0.99634,                      1,                  0.995,                0.51804,                 1.6148,                0.95259,                 1.2092,              0.0010992,              0.0010992,              0.0010992
                     31,                 1.1458,                0.97181,                0.94512,                0.99423,                      1,                  0.995,                0.56191,                 1.5216,                0.86185,                 1.1984,              0.0011311,              0.0011311,              0.0011311
                     32,                 1.2062,                0.77558,                0.90935,                0.99528,                      1,                  0.995,                0.54822,                 1.5458,                0.81134,                  1.214,              0.0011627,              0.0011627,              0.0011627
                     33,                 1.0963,                0.76076,                 0.9346,                0.99528,                      1,                  0.995,                0.54822,                 1.5458,                0.81134,                  1.214,              0.0011941,              0.0011941,              0.0011941
                     34,                 1.1043,                0.68778,                0.93981,                0.99605,                      1,                  0.995,                0.59894,                 1.4153,                0.76843,                 1.1769,              0.0012252,              0.0012252,              0.0012252
