                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.5592,                 3.6268,                 1.2792,                      0,                      0,                      0,                      0,                 1.6133,                 3.5145,                 1.2695,                      0,                      0,                      0
                      1,                 1.6241,                  3.627,                 1.2941,                      0,                      0,                      0,                      0,                 1.5595,                 3.4917,                 1.2497,             1.9802e-05,             1.9802e-05,             1.9802e-05
                      2,                 1.6412,                 3.5323,                 1.3341,                      0,                      0,                      0,                      0,                 1.4557,                  3.436,                 1.2102,             3.9208e-05,             3.9208e-05,             3.9208e-05
                      3,                 1.7156,                 3.6179,                 1.2179,                      0,                      0,                      0,                      0,                 1.3688,                 3.3469,                 1.1494,             5.8218e-05,             5.8218e-05,             5.8218e-05
                      4,                 1.4656,                 3.5268,                 1.1676,                      0,                      0,                      0,                      0,                 1.3032,                 3.2609,                 1.1148,             7.6832e-05,             7.6832e-05,             7.6832e-05
                      5,                 1.5322,                 3.3937,                 1.1941,                      0,                      0,                      0,                      0,                 1.2391,                 3.1613,                 1.0625,              9.505e-05,              9.505e-05,              9.505e-05
                      6,                 1.5331,                  3.332,                  1.139,                      0,                      0,                      0,                      0,                 1.1981,                 3.1154,                 1.0206,             0.00011287,             0.00011287,             0.00011287
                      7,                 1.2596,                 3.1353,                 1.1145,                      0,                      0,                      0,                      0,                 1.1943,                 3.0718,                0.98947,              0.0001303,              0.0001303,              0.0001303
                      8,                 1.6059,                    3.1,                 1.0759,                      0,                      0,                      0,                      0,                 1.2799,                 3.0381,                0.98455,             0.00014733,             0.00014733,             0.00014733
                      9,                 1.3145,                 2.8094,                 1.0071,                      0,                      0,                      0,                      0,                 1.4089,                 3.0183,                0.99526,             0.00016396,             0.00016396,             0.00016396
                     10,                 1.4534,                  2.567,                 1.0376,                      0,                      0,                      0,                      0,                 1.4655,                 3.0029,                 1.0114,              0.0001802,              0.0001802,              0.0001802
                     11,                 1.3164,                 2.3517,                0.97417,                      0,                      0,                      0,                      0,                  1.491,                 2.9676,                 1.0221,             0.00019604,             0.00019604,             0.00019604
                     12,                 1.3206,                 1.9746,                0.97905,                      0,                      0,                      0,                      0,                 1.4222,                 2.8691,                 1.0082,             0.00021149,             0.00021149,             0.00021149
                     13,                 1.3362,                 1.4452,                0.98714,                      0,                      0,                      0,                      0,                 1.2726,                 2.7492,                0.99143,             0.00022654,             0.00022654,             0.00022654
                     14,                 1.3327,                  1.367,                0.99213,                      0,                      0,                      0,                      0,                 1.2257,                 2.6519,                 1.0009,             0.00024119,             0.00024119,             0.00024119
                     15,                 1.1486,                  1.477,                 0.9356,                      0,                      0,                      0,                      0,                 1.2689,                  2.598,                 1.0256,             0.00025545,             0.00025545,             0.00025545
                     16,                 1.1544,                 1.0479,                0.99094,                      0,                      0,                      0,                      0,                 1.3188,                 2.5397,                 1.0668,             0.00026931,             0.00026931,             0.00026931
                     17,                 1.1303,                0.92306,                0.94395,                      0,                      0,                      0,                      0,                 1.3188,                 2.5397,                 1.0668,             0.00028278,             0.00028278,             0.00028278
                     18,                 1.1865,                0.96456,                0.95111,                      0,                      0,                      0,                      0,                 1.3052,                  2.329,                 1.0389,             0.00029585,             0.00029585,             0.00029585
