                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9216,                 3.6473,                 1.1604,                0.01333,                0.08333,                 0.0073,                0.00329,                 1.6159,                 3.6008,                 1.1437,                  2e-05,                  2e-05,                  2e-05
                      1,                 1.6619,                 3.5388,                 1.1788,                0.07333,                0.45833,                0.05602,                0.02482,                 1.4467,                 3.5499,                 1.0597,             5.9802e-05,             5.9802e-05,             5.9802e-05
                      2,                 1.6555,                 3.5229,                 1.1637,                0.15667,                0.97917,                0.22276,                0.12828,                 1.2693,                 3.3502,                0.97693,              9.934e-05,              9.934e-05,              9.934e-05
                      3,                 1.6085,                 3.3836,                 1.0402,                   0.16,                      1,                 0.2304,                0.13028,                 1.1696,                 3.3075,                0.93387,             0.00013861,             0.00013861,             0.00013861
                      4,                 1.2953,                 2.8416,                0.99816,                   0.16,                      1,                0.22027,                0.13029,                 1.0376,                 3.2931,                0.90525,             0.00017762,             0.00017762,             0.00017762
                      5,                 1.7416,                 2.6098,                 1.0115,                   0.16,                      1,                0.32824,                0.15462,                 1.0374,                 3.2845,                0.91327,             0.00021637,             0.00021637,             0.00021637
                      6,                 1.6417,                 2.0826,                 1.0616,                   0.15,                 0.9375,                0.42839,                 0.1608,                 1.2265,                 3.2498,                0.97563,             0.00025485,             0.00025485,             0.00025485
                      7,                 1.4825,                 1.8531,                 1.0211,                   0.16,                      1,                0.60992,                0.29876,                 1.2255,                  2.935,                0.94003,             0.00029307,             0.00029307,             0.00029307
                      8,                 1.3487,                 1.8242,                 1.0082,                   0.16,                      1,                0.97107,                0.61212,                 1.1234,                 2.7428,                0.89751,             0.00033102,             0.00033102,             0.00033102
                      9,                 1.4133,                 1.5381,                  1.065,                   0.16,                      1,                0.96972,                0.65844,                  1.029,                 2.5684,                0.86384,             0.00036871,             0.00036871,             0.00036871
                     10,                 1.3557,                 1.1281,                0.99182,                0.85761,                      1,                0.97373,                0.61465,                 1.0721,                   2.37,                 0.8662,             0.00040614,             0.00040614,             0.00040614
                     11,                 1.2379,                  1.151,                0.93146,                0.95265,                0.83837,                0.97979,                 0.6405,                 1.0554,                 2.0879,                0.86592,              0.0004433,              0.0004433,              0.0004433
                     12,                 1.2436,                0.98056,                 0.9574,                0.90208,                 0.9375,                0.98084,                0.65931,                 1.0502,                 1.8416,                0.85949,              0.0004802,              0.0004802,              0.0004802
                     13,                 1.2366,                 1.3002,                0.96224,                0.88793,                 0.9375,                0.98067,                0.65277,                 1.1085,                 1.6888,                0.86641,             0.00051683,             0.00051683,             0.00051683
                     14,                 1.3009,                 1.0032,                0.92616,                 0.9562,                 0.9375,                 0.9789,                0.65881,                 1.1109,                 1.6232,                 0.8722,              0.0005532,              0.0005532,              0.0005532
                     15,                 1.1517,                0.87355,                 0.8972,                0.95799,                0.95018,                0.97824,                0.69887,                 1.0065,                 1.5252,                0.88228,             0.00058931,             0.00058931,             0.00058931
                     16,                 1.2782,                0.94598,                 0.9413,                0.97792,                0.92285,                0.97571,                0.65718,                 1.0729,                 1.4585,                0.90683,             0.00062515,             0.00062515,             0.00062515
                     17,                 1.4926,                0.92485,                0.94321,                0.97743,                0.90229,                0.97689,                0.66703,                 1.0613,                 1.4758,                0.90862,             0.00066073,             0.00066073,             0.00066073
                     18,                 1.1115,                0.83687,                0.92128,                0.97733,                0.89806,                0.97034,                0.69106,                0.99191,                 1.4596,                0.89264,             0.00069604,             0.00069604,             0.00069604
                     19,                 1.1553,                0.84672,                0.95137,                0.89671,                0.91667,                 0.9779,                0.71261,                 1.0286,                 1.3672,                0.90136,             0.00073109,             0.00073109,             0.00073109
                     20,                 1.2071,                0.82072,                0.89101,                0.91784,                0.93109,                0.98166,                0.67914,                 1.0781,                 1.2016,                0.92732,             0.00076588,             0.00076588,             0.00076588
                     21,                 1.4989,                0.98002,                0.89599,                0.96445,                 0.9375,                0.98828,                0.66701,                 1.1564,                 1.0305,                0.95909,              0.0008004,              0.0008004,              0.0008004
                     22,                 1.1306,                0.92449,                0.95311,                0.97903,                0.97269,                0.99221,                0.71361,                 1.0632,                0.84564,                0.92911,             0.00083466,             0.00083466,             0.00083466
                     23,                 1.1276,                    1.1,                0.96872,                0.99628,                0.97917,                0.99382,                0.76051,                0.95727,                 0.7903,                0.88537,             0.00086865,             0.00086865,             0.00086865
                     24,                 1.1849,                 0.7292,                0.91092,                 0.9964,                0.97917,                0.99382,                0.71365,                 1.0475,                0.72329,                0.89978,             0.00090238,             0.00090238,             0.00090238
