                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.5878,                 3.6216,                  1.284,                      0,                      0,                      0,                      0,                 1.5642,                 3.4798,                 1.2922,                      0,                      0,                      0
                      1,                 1.6442,                 3.6252,                 1.3099,                      0,                      0,                      0,                      0,                 1.5089,                 3.4554,                 1.2593,             1.9802e-05,             1.9802e-05,             1.9802e-05
                      2,                 1.7719,                 3.5615,                 1.3497,                      0,                      0,                      0,                      0,                  1.399,                 3.4502,                 1.2173,             3.9208e-05,             3.9208e-05,             3.9208e-05
                      3,                 1.7648,                  3.641,                 1.2324,                      0,                      0,                      0,                      0,                 1.3069,                 3.3691,                  1.175,             5.8218e-05,             5.8218e-05,             5.8218e-05
                      4,                 1.5373,                 3.5336,                  1.181,                      0,                      0,                      0,                      0,                 1.2294,                 3.2613,                 1.1144,             7.6832e-05,             7.6832e-05,             7.6832e-05
                      5,                  1.583,                 3.3917,                 1.1898,                      0,                      0,                      0,                      0,                  1.165,                 3.1859,                 1.0522,              9.505e-05,              9.505e-05,              9.505e-05
                      6,                 1.5285,                 3.3231,                 1.1417,                      0,                      0,                      0,                      0,                 1.1067,                  3.104,                  1.001,             0.00011287,             0.00011287,             0.00011287
                      7,                  1.288,                  3.119,                 1.0922,                      0,                      0,                      0,                      0,                 1.0574,                 3.0786,                 0.9793,              0.0001303,              0.0001303,              0.0001303
                      8,                 1.6018,                 3.1274,                 1.0998,                      0,                      0,                      0,                      0,                 1.0708,                 3.0512,                0.97316,             0.00014733,             0.00014733,             0.00014733
                      9,                 1.3442,                 2.8502,                 1.0311,                      0,                      0,                      0,                      0,                 1.2004,                 3.0858,                 0.9966,             0.00016396,             0.00016396,             0.00016396
                     10,                 1.4509,                 2.6079,                 1.0605,                      0,                      0,                      0,                      0,                 1.2669,                 3.0668,                 1.0051,              0.0001802,              0.0001802,              0.0001802
                     11,                 1.3686,                 2.4009,                0.99849,                      0,                      0,                      0,                      0,                 1.2988,                 3.0172,                 1.0148,             0.00019604,             0.00019604,             0.00019604
                     12,                  1.363,                 2.0473,                 1.0133,                      0,                      0,                      0,                      0,                 1.2108,                 2.8809,                0.98338,             0.00021149,             0.00021149,             0.00021149
                     13,                 1.3847,                 1.4749,                 1.0098,                      0,                      0,                      0,                      0,                 1.0372,                 2.7166,                0.95615,             0.00022654,             0.00022654,             0.00022654
                     14,                 1.3699,                 1.4155,                 1.0099,                      0,                      0,                      0,                      0,                 1.1226,                 2.6105,                0.99658,             0.00024119,             0.00024119,             0.00024119
                     15,                 1.1741,                 1.5192,                0.94996,                      0,                      0,                      0,                      0,                 1.2505,                 2.4969,                 1.0449,             0.00025545,             0.00025545,             0.00025545
                     16,                 1.2581,                 1.0878,                 1.0391,                      0,                      0,                      0,                      0,                 1.3727,                 2.4091,                 1.1289,             0.00026931,             0.00026931,             0.00026931
                     17,                 1.1156,                0.90003,                 0.9458,                      0,                      0,                      0,                      0,                 1.3727,                 2.4091,                 1.1289,             0.00028278,             0.00028278,             0.00028278
                     18,                 1.2097,                 1.0088,                0.96268,                      0,                      0,                      0,                      0,                 1.3806,                 2.2342,                 1.1121,             0.00029585,             0.00029585,             0.00029585
                     19,                 1.2661,                0.98812,                 1.0038,                      0,                      0,                      0,                      0,                 1.3806,                 2.2342,                 1.1121,             0.00030852,             0.00030852,             0.00030852
                     20,                 1.4071,                 1.1313,                0.98653,                      0,                      0,                      0,                      0,                 1.2023,                 2.0273,                 1.0227,              0.0003208,              0.0003208,              0.0003208
                     21,                 1.1759,                 0.8666,                0.90262,                      0,                      0,                      0,                      0,                 1.2023,                 2.0273,                 1.0227,             0.00033268,             0.00033268,             0.00033268
                     22,                 1.3676,                0.96606,                0.99337,                      1,                0.09524,                0.54761,                  0.357,                 1.1724,                 1.6397,                0.95975,             0.00034417,             0.00034417,             0.00034417
                     23,                 1.2545,                 1.0226,                 0.9381,                      1,                0.09524,                0.54761,                  0.357,                 1.1724,                 1.6397,                0.95975,             0.00035526,             0.00035526,             0.00035526
                     24,                 1.4462,                 1.0606,                0.99572,                      1,                0.47619,                0.73807,                0.46268,                 1.3283,                 1.4182,                 1.0107,             0.00036595,             0.00036595,             0.00036595
                     25,                 1.6008,                  1.067,                 1.0469,                      1,                0.47619,                0.73807,                0.46268,                 1.3283,                 1.4182,                 1.0107,             0.00037625,             0.00037625,             0.00037625
