                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.2372,                 3.6824,                 1.3383,                      0,                      0,                      0,                      0,                 1.7908,                 3.5257,                 1.0549,                      0,                      0,                      0
                      1,                 2.3236,                 3.6999,                 1.3642,                      0,                      0,                      0,                      0,                 1.7874,                 3.5321,                 1.0559,             1.9802e-05,             1.9802e-05,             1.9802e-05
                      2,                 1.7479,                 3.6339,                 1.2955,                      0,                      0,                      0,                      0,                 1.7898,                 3.5322,                 1.0581,             3.9208e-05,             3.9208e-05,             3.9208e-05
                      3,                 2.6618,                 3.6533,                 1.4258,                      0,                      0,                      0,                      0,                 1.8437,                 3.5343,                  1.071,             5.8218e-05,             5.8218e-05,             5.8218e-05
                      4,                 2.1296,                 3.5957,                 1.2936,                      0,                      0,                      0,                      0,                 1.8583,                 3.5248,                 1.0767,             7.6832e-05,             7.6832e-05,             7.6832e-05
                      5,                  1.468,                  3.542,                  1.172,                      0,                      0,                      0,                      0,                 1.8908,                 3.5163,                 1.0859,              9.505e-05,              9.505e-05,              9.505e-05
                      6,                 1.4674,                  3.393,                 1.1416,                      0,                      0,                      0,                      0,                 1.8638,                 3.4987,                 1.0752,             0.00011287,             0.00011287,             0.00011287
                      7,                 2.1059,                  3.444,                 1.1171,                      0,                      0,                      0,                      0,                 1.8449,                 3.4526,                  1.063,              0.0001303,              0.0001303,              0.0001303
                      8,                 1.8494,                 3.2538,                0.99789,                      0,                      0,                      0,                      0,                 1.8269,                 3.3893,                 1.0623,             0.00014733,             0.00014733,             0.00014733
                      9,                 1.5981,                 3.0855,                 1.0097,                      0,                      0,                      0,                      0,                 1.9408,                 3.3605,                 1.1012,             0.00016396,             0.00016396,             0.00016396
                     10,                 1.4901,                 3.0141,                 1.0215,                      0,                      0,                      0,                      0,                 2.1097,                 3.3345,                 1.1501,              0.0001802,              0.0001802,              0.0001802
                     11,                 1.3913,                 2.7698,                 1.0304,                      0,                      0,                      0,                      0,                 2.2267,                 3.3346,                 1.2003,             0.00019604,             0.00019604,             0.00019604
                     12,                 1.7017,                 2.4722,                0.96902,                      0,                      0,                      0,                      0,                 2.3109,                 3.3062,                  1.244,             0.00021149,             0.00021149,             0.00021149
                     13,                 1.4572,                 2.2116,                 1.0003,                      0,                      0,                      0,                      0,                 2.2826,                 3.2213,                 1.2173,             0.00022654,             0.00022654,             0.00022654
                     14,                 1.9313,                 1.9288,                 1.0667,                      0,                      0,                      0,                      0,                  2.176,                 3.1221,                 1.1532,             0.00024119,             0.00024119,             0.00024119
                     15,                 1.3342,                 1.5184,                0.92836,                      0,                      0,                      0,                      0,                 2.0792,                 3.0432,                 1.1032,             0.00025545,             0.00025545,             0.00025545
                     16,                 1.6968,                  1.752,                0.94914,                      0,                      0,                      0,                      0,                 2.0971,                 3.0042,                 1.1105,             0.00026931,             0.00026931,             0.00026931
                     17,                 1.4559,                 1.3045,                0.95189,                      0,                      0,                      0,                      0,                 2.0971,                 3.0042,                 1.1105,             0.00028278,             0.00028278,             0.00028278
                     18,                 1.3582,                 1.8167,                0.98164,                      0,                      0,                      0,                      0,                 2.1368,                 3.0411,                 1.1403,             0.00029585,             0.00029585,             0.00029585
                     19,                 1.5845,                 1.3337,                 1.0305,                      0,                      0,                      0,                      0,                 2.1368,                 3.0411,                 1.1403,             0.00030852,             0.00030852,             0.00030852
                     20,                 1.4607,                 1.4818,                0.95598,                      0,                      0,                      0,                      0,                  2.245,                  3.021,                 1.1798,              0.0003208,              0.0003208,              0.0003208
                     21,                 2.4644,                 1.6439,                 1.0191,                      0,                      0,                      0,                      0,                  2.245,                  3.021,                 1.1798,             0.00033268,             0.00033268,             0.00033268
                     22,                 1.5331,                 1.4442,                0.95722,                      0,                      0,                      0,                      0,                 2.3301,                 3.0049,                 1.2405,             0.00034417,             0.00034417,             0.00034417
                     23,                 1.3318,                 1.3627,                0.93009,                      0,                      0,                      0,                      0,                 2.3301,                 3.0049,                 1.2405,             0.00035526,             0.00035526,             0.00035526
                     24,                 1.3257,                 1.3714,                0.91528,                      0,                      0,                      0,                      0,                  2.429,                 3.0554,                 1.2558,             0.00036595,             0.00036595,             0.00036595
                     25,                 1.4628,                 1.1706,                0.92869,                      0,                      0,                      0,                      0,                  2.429,                 3.0554,                 1.2558,             0.00037625,             0.00037625,             0.00037625
                     26,                 1.5169,                 1.2403,                 1.0659,                      0,                      0,                      0,                      0,                 2.4804,                 3.0756,                 1.2998,             0.00038615,             0.00038615,             0.00038615
                     27,                 1.5166,                 1.2317,                0.98263,                      0,                      0,                      0,                      0,                 2.4804,                 3.0756,                 1.2998,             0.00039566,             0.00039566,             0.00039566
                     28,                 1.2564,                  1.063,                0.91739,                      0,                      0,                      0,                      0,                 2.5193,                 3.1024,                   1.33,             0.00040477,             0.00040477,             0.00040477
                     29,                 2.4408,                 1.2931,                 1.0582,                      0,                      0,                      0,                      0,                 2.5193,                 3.1024,                   1.33,             0.00041348,             0.00041348,             0.00041348
                     30,                 1.1993,                0.99841,                0.94775,                      0,                      0,                      0,                      0,                 2.5492,                 3.1188,                 1.3554,              0.0004218,              0.0004218,              0.0004218
                     31,                 1.5199,                 1.3142,                0.95035,                      0,                      0,                      0,                      0,                 2.5492,                 3.1188,                 1.3554,             0.00042972,             0.00042972,             0.00042972
                     32,                 1.2308,                  1.139,                0.92007,                      0,                      0,                      0,                      0,                 2.5263,                 3.1339,                 1.3589,             0.00043725,             0.00043725,             0.00043725
                     33,                 1.4364,                0.95448,                0.91013,                      0,                      0,                      0,                      0,                 2.5263,                 3.1339,                 1.3589,             0.00044438,             0.00044438,             0.00044438
                     34,                 1.1641,                0.92405,                0.98237,                      0,                      0,                      0,                      0,                  2.498,                  3.075,                 1.3604,             0.00045111,             0.00045111,             0.00045111
                     35,                 1.9612,                  1.033,                 1.0174,                      0,                      0,                      0,                      0,                  2.498,                  3.075,                 1.3604,             0.00045745,             0.00045745,             0.00045745
                     36,                 1.1749,                0.90198,                0.93674,                      0,                      0,                      0,                      0,                 2.4683,                 3.0161,                 1.3514,             0.00046339,             0.00046339,             0.00046339
                     37,                  1.262,                0.91823,                0.96921,                      0,                      0,                      0,                      0,                 2.4683,                 3.0161,                 1.3514,             0.00046894,             0.00046894,             0.00046894
                     38,                 2.3047,                 1.1624,                 1.2309,                      0,                      0,                      0,                      0,                 2.4517,                 2.9686,                 1.3437,             0.00047409,             0.00047409,             0.00047409
                     39,                 1.4838,                 1.0502,                0.94477,                      0,                      0,                      0,                      0,                 2.4517,                 2.9686,                 1.3437,             0.00047884,             0.00047884,             0.00047884
                     40,                 1.1967,                0.88331,                0.98206,                      0,                      0,                      0,                      0,                   2.41,                 2.9162,                 1.3234,              0.0004832,              0.0004832,              0.0004832
                     41,                 1.3503,                0.95113,                 1.0165,                      0,                      0,                      0,                      0,                   2.41,                 2.9162,                 1.3234,             0.00048716,             0.00048716,             0.00048716
                     42,                  1.297,                 0.9009,                0.96874,                      0,                      0,                      0,                      0,                 2.4133,                 2.9444,                 1.3084,             0.00049073,             0.00049073,             0.00049073
                     43,                 1.3907,                 1.0047,                 0.9245,                      0,                      0,                      0,                      0,                 2.4133,                 2.9444,                 1.3084,              0.0004939,              0.0004939,              0.0004939
                     44,                 1.4427,                0.98254,                0.90806,                      0,                      0,                      0,                      0,                 2.5169,                 2.9913,                 1.3093,             0.00049667,             0.00049667,             0.00049667
                     45,                 1.5348,                0.98788,                0.95479,                      0,                      0,                      0,                      0,                 2.5169,                 2.9913,                 1.3093,             0.00049905,             0.00049905,             0.00049905
                     46,                 1.2262,                 0.8592,                0.95647,                      0,                      0,                      0,                      0,                 2.5052,                 2.9635,                 1.2739,             0.00050103,             0.00050103,             0.00050103
